,Average User Rating,User Rating Count,Price,Developer,Age Rating,Languages,Size,Primary Genre,Genres,game_age
112,3.5,267.0,3.99,3.8125,12,7.232519398050206,39074816,3.920387374295861,121.66824415419111,3405
113,2.0,704.0,0.0,2.0,4,7.232519398050206,413902,4.034268849726357,121.66824415419111,0
114,3.5,23854.0,0.99,4.166666666666667,12,7.232519398050206,44707840,4.034268849726357,85.61543118157812,2873
115,3.0,847.0,0.99,3.375,4,7.232519398050206,995328,4.034268849726357,121.66824415419111,2937
116,3.0,233.0,0.0,3.375,4,7.232519398050206,761856,4.034268849726357,121.66824415419111,2847
117,3.0,5.0,0.99,3.0,4,7.232519398050206,2137088,4.034268849726357,124.64153943461565,3557
118,4.5,14864.0,0.0,4.5,4,7.232519398050206,47129600,4.034268849726357,121.66824415419111,3660
119,2.5,43.0,0.0,2.5,4,7.232519398050206,41591808,4.034268849726357,124.64153943461565,3294
120,1.5,8.0,1.99,1.5,4,7.232519398050206,82583552,4.034268849726357,121.66824415419111,2638
121,2.5,3593.0,0.0,3.265610616753605,4,33.81086363034295,7750656,4.034268849726357,121.66824415419111,3142
122,3.0,344.0,0.0,3.0,4,7.232519398050206,4578541,4.034268849726357,121.66824415419111,0
123,4.5,36581.0,0.0,4.5,4,7.232519398050206,69393408,4.034268849726357,121.66824415419111,3632
124,4.5,36581.0,0.0,4.5,4,7.232519398050206,69393408,4.034268849726357,121.66824415419111,3632
125,3.0,302.0,0.0,3.0,4,7.232519398050206,85569536,4.034268849726357,75.5861924569405,1736
126,4.0,5778.0,1.99,4.071428571428571,12,7.232519398050206,253834240,4.034268849726357,124.40702874228501,2707
127,4.5,27739.0,0.0,3.5,9,258.864898558881,104436736,4.034268849726357,144.21633300568496,1293
128,4.0,163.0,1.99,3.75,4,33.53051426387824,83070976,4.034268849726357,111.08329910860975,3558
129,3.5,212763.0,0.99,3.375,9,7.232519398050206,9466880,4.034268849726357,75.35168176460985,3406
130,3.0,24.0,0.0,3.0,4,7.232519398050206,4474837,4.034268849726357,124.64153943461565,33
131,3.5,166.0,0.0,3.5,4,47.00736286410517,10318615,4.034268849726357,111.54614497747684,831
132,3.5,35905.0,0.99,3.75,12,7.232519398050206,13216994,4.034268849726357,95.1609860280098,1178
133,2.5,268.0,0.99,3.0,4,7.232519398050206,5334016,4.034268849726357,121.66824415419111,2825
134,3.0,942.0,0.0,3.25,4,33.9708066710437,18093056,4.034268849726357,118.43837124168752,3093
135,3.5,3135.0,0.0,3.5,9,7.232519398050206,9205022,4.034268849726357,124.40702874228501,361
136,4.0,1435.0,2.99,4.0,4,60.313681775517566,22335488,4.034268849726357,124.64153943461565,2115
137,3.0,680.0,0.0,3.515610616753605,4,34.015686909689535,4481024,4.034268849726357,121.66824415419111,1741
138,3.5,3015.0,0.0,3.5,4,7.232519398050206,10139648,4.049094814360233,117.67287503794785,2952
139,4.5,688.0,0.0,4.5,4,7.232519398050206,70557696,4.034268849726357,95.39511002316326,2884
140,4.0,113.0,0.99,3.8333333333333335,4,7.232519398050206,48675840,4.034268849726357,124.64153943461565,2832
141,2.0,291.0,0.99,2.0,17,7.232519398050206,9900032,4.034268849726357,121.66824415419111,2503
142,4.5,62.0,0.0,4.5,12,7.232519398050206,22518784,4.034268849726357,85.61543118157812,2241
143,3.5,1054.0,0.0,3.5,12,7.232519398050206,5085584,4.034268849726357,125.00922402558378,133
144,3.5,9.0,0.0,3.5,4,7.232519398050206,16440320,4.034268849726357,124.64153943461565,2349
145,3.0,657.0,0.0,3.0,4,59.96601111588903,25035776,4.034268849726357,137.5377557642258,2504
146,3.0,47338.0,0.99,3.375,4,7.232519398050206,9214976,4.034268849726357,75.85510590589402,2892
147,3.5,1979.0,0.99,3.375,4,7.232519398050206,9659320,4.034268849726357,137.5377557642258,420
148,2.5,654.0,0.99,3.0,4,7.232519398050206,13483008,4.034268849726357,125.10438530348273,3284
149,4.0,213.0,9.99,4.25,4,20.569957945514595,22864896,4.034268849726357,108.11000382818523,3287
150,3.0,15277.0,0.0,3.0,4,7.232519398050206,8482816,4.034268849726357,137.5377557642258,2027
151,3.5,776.0,0.0,3.75,4,33.53051426387824,64505856,4.034268849726357,111.08329910860976,3505
152,3.5,5378.0,0.0,3.5,12,7.232519398050206,15120306,4.034268849726357,124.40702874228501,1208
153,4.0,2567.0,4.99,4.0,4,7.232519398050206,21422080,4.034268849726357,121.66824415419111,3059
154,2.5,29.0,0.0,2.5,4,7.232519398050206,35214336,4.034268849726357,124.40702874228501,2737
155,3.5,199585.0,0.0,3.5,17,631.9330241512756,145777664,4.1055402134260675,101.53135367028261,3609
156,4.5,143719.0,0.0,4.333333333333333,4,869.6593167175588,109671424,4.034268849726357,121.66824415419111,3555
157,3.0,4289.0,0.0,3.0,4,7.232519398050206,24214528,4.034268849726357,125.10438530348273,2894
158,3.0,178.0,0.0,3.0,4,7.232519398050206,11965728,4.034268849726357,124.64153943461565,601
159,3.0,694.0,0.0,3.515610616753605,12,7.232519398050206,7587880,4.034268849726357,125.1043853034827,905
160,5.0,6.0,0.99,5.0,4,60.313681775517566,19798016,4.034268849726357,85.27532605000758,2378
161,3.0,46861.0,0.99,3.375,4,7.232519398050206,8752128,4.034268849726357,75.855105905894,2856
162,3.5,1639.0,0.99,3.5,4,7.232519398050206,35438592,4.034268849726357,75.855105905894,2307
163,4.0,148144.0,0.0,3.75,12,7.232519398050206,12429966,4.034268849726357,85.61543118157812,659
164,4.0,7950.0,2.99,4.294117647058823,4,7.232519398050206,8432232,4.034268849726357,76.04903832580754,1153
165,4.03122123350721,3581.406259588831,0.99,4.03122123350721,4,7.232519398050206,1612800,3.920387374295861,125.00922402558373,2703
166,3.5,517.0,0.0,3.75,4,7.232519398050206,22585344,4.034268849726357,72.61289717651596,1641
167,3.5,4049.0,0.99,3.5,4,99.67975599697489,49016832,4.034268849726357,105.43110560068155,2241
168,3.0,345.0,0.0,3.0,4,7.232519398050206,5614592,4.034268849726357,121.66824415419111,3121
169,3.5,7499.0,0.0,3.5,4,7.232519398050206,1978912,4.034268849726357,49.77821939833832,290
170,1.5,18.0,0.0,3.5249769868057683,4,7.232519398050206,75976704,3.920387374295861,118.43837124168749,3296
171,3.0,38008.0,0.99,3.375,4,7.232519398050206,7494656,4.034268849726357,75.85510590589402,2842
172,3.5,3650.0,0.0,4.040863171808247,4,7.232519398050206,16141677,4.034268849726357,75.35168176460985,159
174,3.0,17680.0,0.0,3.5,4,99.67975599697489,52412416,4.034268849726357,121.66824415419111,2418
175,3.5,7.0,0.0,3.5,4,7.232519398050206,9431040,4.034268849726357,121.66824415419111,3293
176,4.03122123350721,3581.406259588831,0.0,4.03122123350721,9,7.232519398050206,67878912,4.034268849726357,137.5377557642258,2851
177,3.0,166.0,0.0,3.0,9,7.232519398050206,16702740,4.034268849726357,118.43837124168752,307
178,2.0,868.0,0.0,2.0,12,7.232519398050206,15370240,3.920387374295861,125.10438530348273,2368
179,3.5,10785.0,0.0,3.5,12,60.344801411569556,52757132,4.034268849726357,124.40702874228501,1058
180,4.0,17440.0,4.99,4.1,4,73.75990033974601,888494080,4.034268849726357,121.66824415419111,3365
181,2.5,234.0,0.0,2.5,4,7.232519398050206,1098368,4.034268849726357,75.5861924569405,29
182,4.0,95466.0,0.0,4.25,9,20.569957945514595,58547200,4.034268849726357,75.5861924569405,3053
183,2.5,295.0,0.0,2.75,9,7.232519398050206,5336201,4.034268849726357,144.21633300568496,0
184,4.0,178.0,0.99,4.25,4,7.232519398050206,9961472,4.034268849726357,95.16098602800979,1914
185,5.0,960.0,9.99,5.0,12,7.232519398050206,364954624,4.034268849726357,144.21633300568496,2803
186,3.0,3284.0,0.0,3.0,4,7.232519398050206,34713600,4.034268849726357,75.5861924569405,1402
187,4.0,63.0,2.99,4.003122123350721,4,218.79479687080442,27623424,4.034268849726357,75.5861924569405,2749
188,2.0,849.0,0.0,2.0,17,7.232519398050206,16375808,3.920387374295861,124.40702874228501,2346
189,3.5,532.0,0.0,3.5,4,7.232519398050206,30134272,4.034268849726357,75.855105905894,2264
190,3.0,746.0,0.0,4.166666666666667,9,20.48993529031699,12349649,4.034268849726357,72.61289717651596,495
191,4.0,3910.0,0.0,4.0,4,60.313681775517566,22872064,4.034268849726357,124.64153943461565,1966
192,4.0,118.0,0.0,4.0,4,20.19307571641385,11697152,4.034268849726357,124.64153943461565,3041
193,4.0,486.0,0.0,4.0,12,7.232519398050206,283385856,4.034268849726357,102.2408891991405,3534
194,3.5,884.0,0.0,3.5,9,7.232519398050206,1250034,4.034268849726357,124.64153943461565,0
195,3.0,80790.0,0.0,3.575888747643887,4,7.232519398050206,36204544,4.034268849726357,134.23118879622118,1450
196,3.0,1419.0,0.99,3.0,4,7.232519398050206,29578240,4.034268849726357,124.64153943461565,2210
197,3.5,30.0,0.99,3.8333333333333335,9,7.232519398050206,63169536,4.034268849726357,125.10438530348273,2738
198,3.0,297.0,1.99,3.5967248206432005,4,7.232519398050206,3898368,4.034268849726357,124.64153943461565,2502
199,4.0,893.0,3.99,4.306244246701442,4,20.569957945514595,43512832,4.034268849726357,118.43837124168749,3512
200,2.5,240.0,0.0,2.5,4,7.232519398050206,6322647,4.034268849726357,72.61289717651596,321
201,3.0,1471.0,0.99,2.75,4,20.19307571641385,331237376,3.629155160069551,121.42999658085805,2126
202,3.5,123.0,3.99,3.8125,12,7.232519398050206,36946944,4.034268849726357,121.66824415419111,3250
203,2.5,6630.0,0.0,3.5967248206432005,4,7.232519398050206,8592384,4.034268849726357,124.64153943461565,2848
204,3.5,158.0,0.0,3.5,4,7.232519398050206,1202176,4.034268849726357,75.35168176460985,3340
205,2.5,3183.0,0.0,3.5967248206432005,4,7.232519398050206,6794240,4.034268849726357,124.64153943461565,2493
206,4.03122123350721,3581.406259588831,1.99,4.03122123350721,9,7.232519398050206,12795904,4.034268849726357,124.64153943461565,3047
207,4.0,26674.0,0.99,3.75,17,7.232519398050206,37340259,4.034268849726357,124.40702874228501,1078
208,3.5,17409.0,0.0,3.8489439500869387,4,46.78793015614502,211776512,4.034268849726357,69.38302426401233,3506
209,4.0,84.0,0.99,3.25,4,7.232519398050206,7619584,4.034268849726357,124.64153943461565,2161
210,5.0,7.0,0.99,5.0,17,7.232519398050206,13151232,3.920387374295861,121.66824415419111,2487
211,3.5,286.0,0.99,3.985294117647059,9,7.232519398050206,14863724,4.034268849726357,121.66824415419111,407
212,3.0,1620.0,0.0,3.0,4,7.232519398050206,11439792,4.034268849726357,69.38302426401235,900
213,3.5,37435.0,0.0,3.5,4,7.232519398050206,11333632,4.034268849726357,124.64153943461565,1838
214,4.0,532.0,0.99,4.0,12,7.232519398050206,19387392,4.034268849726357,137.5377557642258,2272
215,2.0,18.0,0.0,2.0,4,7.232519398050206,6556139,4.034268849726357,124.64153943461565,63
216,4.0,836.0,0.0,4.333333333333333,4,20.569957945514595,24859648,4.034268849726357,108.11000382818523,2833
217,3.5,13618.0,0.0,3.5,4,7.232519398050206,25593921,4.034268849726357,124.56714765293452,1065
218,4.0,64.0,0.99,4.0,4,20.83760594994553,53878784,4.034268849726357,124.64153943461565,1746
219,4.0,184.0,0.99,4.0,9,60.10885849617099,56263680,4.034268849726357,125.10438530348273,2265
220,2.5,310.0,0.0,2.5,4,7.232519398050206,26754048,4.034268849726357,124.64153943461565,2693
221,3.5,92.0,2.99,3.8125,12,7.232519398050206,37567488,4.034268849726357,121.66824415419111,3223
222,3.5,324.0,0.0,3.5,4,34.046806545741525,13945969,4.034268849726357,75.5861924569405,673
223,3.5,1736.0,0.0,3.5,9,73.52288237131356,80186242,4.034268849726357,75.35168176460985,0
224,2.5,1377.0,0.0,3.25,4,7.232519398050206,7988224,4.034268849726357,124.64153943461565,2142
225,2.0,6.0,0.99,2.0,4,20.19307571641385,13468672,4.034268849726357,72.61289717651596,2519
226,3.5,96.0,0.0,3.5,4,7.232519398050206,52686848,4.034268849726357,149.91487940491027,217
227,3.5,1739.0,0.0,3.985294117647059,9,47.1800072668397,14912432,4.034268849726357,88.48240878655064,383
228,4.0,1009.0,0.0,4.015610616753605,4,20.48993529031699,123698176,4.034268849726357,108.6976360428998,3307
229,2.0,602.0,0.0,2.0,4,73.52288237131356,215840,3.920387374295861,124.64153943461562,401
230,4.0,1335.0,2.99,4.0,4,7.232519398050206,32712704,4.034268849726357,124.64153943461565,2966
231,3.0,86.0,0.0,3.0,4,20.43627125065555,13109248,4.034268849726357,124.64153943461565,2563
232,3.5,37350.0,0.0,3.5,12,7.232519398050206,14556326,4.034268849726357,144.21633300568493,547
233,2.0,119.0,0.0,3.5218548634550473,4,7.232519398050206,46803968,4.034268849726357,108.11000382818523,3318
234,3.0,1229.0,0.0,3.0,12,86.8920260078103,10781853,3.0,114.7436181009443,45
235,3.0,1229.0,0.0,3.0,12,86.8920260078103,10781853,3.0,114.7436181009443,45
236,3.5,14.0,0.0,3.5,4,7.232519398050206,9549824,4.034268849726357,72.61289717651596,3006
237,4.0,342.0,0.0,4.0,9,7.232519398050206,19326976,4.034268849726357,75.35168176460985,2887
238,3.0,254.0,0.0,3.8333333333333335,4,7.232519398050206,8296134,4.034268849726357,76.04903832580754,477
239,4.5,10311.0,0.0,4.306244246701442,4,99.85248835686966,50140160,4.034268849726357,118.43837124168752,3416
240,2.5,319.0,0.99,3.0,4,7.232519398050206,47455232,4.034268849726357,137.5377557642258,3141
241,4.0,98.0,2.99,4.0,4,47.37879635001526,11632640,4.034268849726357,118.43837124168752,1755
242,3.0,49.0,0.0,3.0,9,7.232519398050206,5049774,4.034268849726357,124.64153943461565,0
243,3.5,307.0,0.0,3.5,9,7.232519398050206,16819162,4.034268849726357,75.35168176460985,109
244,3.0,41.0,2.99,3.510407077835737,12,7.232519398050206,47454208,4.034268849726357,137.5377557642258,2414
245,3.0,11.0,0.0,3.0,12,7.232519398050206,19125248,4.034268849726357,144.21633300568493,2129
246,1.5,200.0,0.0,2.1666666666666665,4,7.232519398050206,2651122,4.034268849726357,121.66824415419111,5
247,4.5,9908.0,4.99,4.071428571428571,12,7.232519398050206,529755136,4.034268849726357,124.40702874228501,2284
248,3.0,124.0,0.0,3.0,4,7.232519398050206,1224994,3.920387374295861,124.64153943461565,0
249,4.03122123350721,3581.406259588831,1.99,4.03122123350721,4,20.441719993846203,5771264,4.034268849726357,121.66824415419111,2043
250,3.5,6381.0,0.0,3.5,4,7.232519398050206,6678875,4.034268849726357,124.40702874228501,1126
251,5.0,37.0,0.99,5.0,4,7.232519398050206,8821760,4.034268849726357,111.08329910860975,2798
252,3.5,1456.0,0.0,3.985294117647059,9,87.08308868456305,27736030,4.034268849726357,121.66824415419111,348
253,4.03122123350721,3581.406259588831,1.99,4.03122123350721,4,7.232519398050206,8813568,4.1055402134260675,101.53135367028261,2528
254,2.5,272.0,0.99,3.75,4,7.232519398050206,10806272,4.034268849726357,124.64153943461565,2833
255,3.0,157.0,1.99,3.0,4,7.232519398050206,12133376,4.034268849726357,49.77821939833832,2843
256,3.0,13433.0,0.0,3.5,4,7.232519398050206,29326612,4.034268849726357,124.64153943461565,968
257,4.5,28.0,2.99,4.232629300057959,4,20.441719993846203,23948288,4.034268849726357,121.66824415419111,3073
258,3.0,17.0,0.0,3.0,4,20.599365475461305,2708572,4.034268849726357,121.66824415419111,270
259,2.5,11.0,1.99,2.5,4,7.232519398050206,18437120,4.034268849726357,101.53135367028261,3310
260,4.5,8.0,0.0,4.5,4,46.7714199487066,13504512,4.034268849726357,124.64153943461565,2602
261,4.0,45686.0,0.0,4.0,4,7.232519398050206,92408832,4.1055402134260675,101.53135367028264,3285
262,2.5,1096.0,0.0,3.1770737445024033,4,7.232519398050206,70583296,4.034268849726357,124.40702874228501,2389
